"Batch Code","Result File Name","Transaction ID","Consumer Number","Settlement Ref","UTR Number","Result Status","Exception Code","Variance Amount",Remarks,"Business Date","Business Month"
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6032,CN7032,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6033,CN7033,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6034,CN7034,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6035,CN7035,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6036,CN7036,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6037,CN7037,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6038,CN7038,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6039,CN7039,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6040,CN7040,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6041,CN7041,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6042,CN7042,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6043,CN7043,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6044,CN7044,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6045,CN7045,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6046,CN7046,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6047,CN7047,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6048,CN7048,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6049,CN7049,,,EXCEPTION,AMOUNT_MISMATCH,0.00,"Amount mismatch detected.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6050,CN7050,,,MATCHED,,0.00,"All configured rules passed.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN9001,CN9001,,,EXCEPTION,MISSING_IN_AGENCY,0.00,"Source record missing.",2026-07-09,
AGENCY_VS_BILLING_DAILY_20260709_125947_LYHXQ,Result_Agency_3_vs_Billing_UPPCL_daily_09072026.csv,TXN6006,CN7006,,,EXCEPTION,MISSING_IN_AGENCY,0.00,"Source record missing.",2026-07-09,
