"Batch Code","Result File Name","Transaction ID","Consumer Number","Settlement Ref","UTR Number","Result Status","Exception Code","Variance Amount",Remarks,"Business Date","Business Month"
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8511,CN8911,SETT2511,UTR2511,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8512,CN8912,SETT2512,UTR2512,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8513,CN8913,SETT2513,UTR2513,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8514,CN8914,SETT2514,UTR2514,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8515,CN8915,SETT2515,UTR2515,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8516,CN8916,SETT2516,UTR2516,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8517,CN8917,SETT2517,UTR2517,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8518,CN8918,SETT2518,UTR2518,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8519,CN8919,SETT2519,UTR2519,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8520,CN8920,SETT2520,UTR2520,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8521,CN8921,SETT2521,UTR2521,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8522,CN8922,SETT2522,UTR2522,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8523,CN8923,SETT2523,UTR2523,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8524,CN8924,SETT2524,UTR2524,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8525,CN8925,SETT2525,UTR2525,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN9502,CN9502,SETT9502,UTR9502,EXCEPTION,MISSING_IN_TARGET,0.00,"Matching record not found.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8527,CN8927,SETT2527,UTR2527,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8528,CN8928,SETT2528,UTR2528,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8529,CN8929,SETT2529,UTR2529,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8530,CN8930,SETT2530,UTR2530,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8531,CN8931,SETT2531,UTR2531,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8532,CN8932,SETT2532,UTR2532,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8533,CN8933,SETT2533,UTR2533,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8534,CN8934,SETT2534,UTR2534,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8535,CN8935,SETT2535,UTR2535,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8536,CN8936,SETT2536,UTR2536,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8537,CN8937,SETT2537,UTR2537,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8538,CN8938,SETT2538,UTR2538,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8539,CN8939,SETT2539,UTR2539,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8540,CN8940,SETT2540,UTR2540,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8541,CN8941,SETT2541,UTR2541,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8542,CN8942,SETT2542,UTR2542,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8543,CN8943,SETT2543,UTR2543,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8544,CN8944,SETT2544,UTR2544,EXCEPTION,MISSING_IN_TARGET,0.00,"Matching record not found.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8545,CN8945,SETT2545,UTR2545,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8546,CN8946,SETT2546,UTR2546,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8547,CN8947,SETT2547,UTR2547,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8548,CN8948,SETT2548,UTR2548,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8549,CN8949,SETT2549,UTR2549,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8550,CN8950,SETT2550,UTR2550,MATCHED,,0.00,"All configured rules passed.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN8526,CN8926,SETT2526,UTR2526,EXCEPTION,MISSING_IN_AGENCY,0.00,"Source record missing.",2026-07-11,
BANK_VS_PAYMENT_GATEWAY_DAILY_20260709_175633_EHBEU,Result_Bank_1_vs_PaymentGateway_1_daily_11072026.csv,TXN9501,CN9501,SETT9501,UTR9501,EXCEPTION,MISSING_IN_AGENCY,0.00,"Source record missing.",2026-07-11,
